url,status_code
https://www.waynesfinefurnitureandbedding.com/search/products/?s=power+recliners&pp=120,200
https://theodores.com/products/,200
https://www.theoakfurnitureshop.com/products/country-trend-solid-oak-tv-stand-51/,200
https://totalpatioaccessories.com/products/product07,404
https://www.groensfinefurniture.com/products/Miscellaneous/misc/394554.html,404
https://yesterdaystreefurniture.com/products/gifts/,403
https://www.jensen-lewis.com/products/guardsman-gold-complete-plan,200
https://www.popandscott.com/products/raffia-sun,404
https://shophorne.com/products/sarpaneva-cast-iron-casserole,404
https://cultdesign.co.nz/products/molloy-chair,200
https://www.gloster.com/en/products/materials/teak,200
https://thebrick.com/products/tacoma-chest,404
https://capsulehome.com/products/frey-sofa'%3EFrey%20Sofa%3C/a%3E%20and%20I%20wanted%20to%20share%20it%20with%20you,404
https://www.altamodafurniture.com/products/Woodworks/ca_ww/3701npt.html,403
https://www.normann-copenhagen.com/en/en/products/tivoli/lamps/toli-lamp--20-cm-eu-5005028,200
https://www.gowfb.com/products/patio-set-covers,404
https://allwoodfurn.com/products/group-119-rustic-two-tone-gathering-table-and-barstools,200
https://decorum-shop.co.uk/products/gift-card-10-25-50-100,"Cannot connect to host decorum-shop.co.uk:443 ssl:True [SSLCertVerificationError: (1, ""[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'decorum-shop.co.uk'. (_ssl.c:1006)"")]"
https://lostine.com/products/jack-chairs,200
https://designkollective.com/stores/woodlandcreek/products/76623,404
https://www.somedaydesigns.co.uk/products/muuto-tip-lamp?variant=513748041743,200
https://www.mainecottage.com/collections/workspace/products/big-cay-desk,200
https://pawleysislandhammocks.com/products/swings/rope,404
https://homeresource.com/products/series-7-chair&media=http://cdn.shopify.com/s/files/1/1170/0268/products/Series-7-ann-1423601841_1024x1024.jpeg&description=Series%207%20Chair%20%23Chairs,404
https://www.antoninimodernliving.com/products/,200
https://www.shorehousefurniture.com/products/Rowe-Furniture/rowe/c396sect.html,403
https://www.jandjtreasuretrove.net/apps/webstore/products/show/8098794,Cannot connect to host www.jandjtreasuretrove.net:443 ssl:default [[SSL: TLSV1_ALERT_INTERNAL_ERROR] tlsv1 alert internal error (_ssl.c:1006)]
https://www.idcmn.com/products/sun-company-861013-queen-bed&source=webclient,404
https://calligarisla.com/products/living/sofas/metro/minimal-and-contemporary-modular-sofa,Cannot connect to host calligarisla.com:443 ssl:default [No address associated with hostname]
https://stealasofa.com/products/isla-gray-fabric-sectional-sofa-4249,404
https://urbanfurnishing.net/products/5a-rio,404
https://vancouverwoodworks.com/products/aamerica-wslcb5091,200
https://www.kannoa.com/products/lipa-barstool,200
https://furnitureoutletnc.com/products/deluxe-full-mattress,200
https://www.furnituremarts.com/products/gallery-home.aspx,"Cannot connect to host www.furnituremarts.com:443 ssl:True [SSLCertVerificationError: (1, ""[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'www.furnituremarts.com'. (_ssl.c:1006)"")]"
https://osmen.com.au/products/customize-cushion,404
https://www.stevenshellliving.com/products/piccolo-jug,404
https://www.thefurnituremegastore.co.uk/products/noir-80x180-cm-wall-mirror,200
https://contempoconcepts.com/products/winndom-berkeley-iii?_pos=1&_sid=362e09ca2&_ss=r,404
https://eurolivingfurniture.com/products/746-writing-desk,200
https://www.efurnitureny.com/products/wardrobes-and-closets/wardrobe-closet-and-armoires,200
https://sarahellison.com.au/collections/all/products/muse,404
https://oakspecialists.com/products/bedroom/beds/63/,403
https://midinmod.com/products/vendetta-bookcase%20via%20@https://twitter.com/midinmod?lang=en,404
https://www.unclaimed-furniture.com/products/Standard-Furniture/stand/11406.html,403
http://www.kis-lv.com/Products/products.html,Cannot connect to host www.kis-lv.com:80 ssl:default [Name or service not known]
https://wayborn.com/products/,404
https://www.bovafurniture.com/products/office/desks/page/2/,404
https://hauslondon.com/products/gift-card,200
https://allworldfurniture.com/products/sallie-stool&via=http://www.twitter.com/alworldfurnitur&text=Euro%20Style%20Sallie%20Accent%20Stool,200
https://decorium.us/products/costa-adjustable-barstool,200
https://www.softsquare.com/collections/usm-haller/products/usm-haller-media-o1,200
https://www.rockymountain.furniture/products/jofran/15003.html,403
https://www.statewidefurniture.com/products/Ashley-Furniture/ashley/1010494.html,403
https://huckandpeck.com/products/gift-card,404
https://najarianfurniture.com/products/roma-sofa-pebble,200
https://qualitywoods.com/products/qw-amish-mckee-6pc-dining-set?variant=31793708105810,200
https://mybossfurniture.com/products/tullis-2&via=&text=Tullis%20Cream/Navy/Gray%20Medium%20Rug,Server disconnected
https://www.furnish123quadcities.com/search/products/?s=36505,Cannot connect to host www.furnish123quadcities.com:443 ssl:default [None]
https://americanbackyard.com/products/gift-card,200
https://www.roccityfurniture.com/products/abney-4pc-set/,404
https://www.sutherlandfurniture.com/collections/quick-ship/products/franck-sofa-quickship,404
https://craftassociatesfurniture.com/products/craft-associates-wool-lounge-chairs-1519,200
https://huset-shop.com/products/gift-card,200
https://www.scotmeachamwoodhome.com/products/hodges-tweed,200
https://www.espasso.com/products/tearsheet/1815,200
https://sika-design.com/products/belladonna-nature,200
https://www.dimshome.com/products/eave-desk,410
https://thebellacottage.com/products/barrel-bar,200
https://www.skandium.com/products/ch24-soft,200
https://www.woodwaves.com/products/gray-floating-tv-stand-entertainment-center-eco-geo-lakewood,404
https://sjotime.com/products/notch-desk,404
https://www.puji.com/www.puji.com/products/urban-industrial-bistro-dining-table,451
https://littlepartners.com/products/bentwood,404
https://jeremiahcollection.com/products/record-storage-console,200
https://www.shoptorious.com/products/nova-domus-jagger-modern-dark-grey-walnut-bedroom-set,404
https://thefinestore.com/products/gift-card,200
http://oot-oot.com/products/,
https://lorfords.com/collections/the-armchair-collection/products/the-bayswater-armchair,200
https://www.arighibianchi.co.uk/collections/new-in-homepage/products/birds-coat-rack,404
https://idlehands.design/products/page/2/,404
https://www.diyfurniturestore.com/products/inside-out,"Cannot connect to host www.diyfurniturestore.com:443 ssl:True [SSLCertVerificationError: (1, ""[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'www.diyfurniturestore.com'. (_ssl.c:1006)"")]"
https://pastperfect.sg/products/,200
https://bastilleandsons.com.au/products/ottoman-leo,Cannot connect to host bastilleandsons.com.au:443 ssl:default [No address associated with hostname]
https://classicwithatwist.com.au/products/1900-bench,200
https://apato.com.au/products/work/kobo-st-desk/,404
https://thewoodroom.com.au/products/take-me-back,404
https://thebanyantree.com.au/products/gift-card,200
https://ardoutdoor.com/products/,200
https://hauserstores.com/products/mesa-sofa?view=product-alt,200
https://boahaus.com/products/boahaus-urban-dressing-table,200
https://tabularasa-furniture.com/collections/frontpage/products/ohmm-fiesta,403
https://livingbydesign.net.au/products/sorensen-teak-bench-seat-dining,200
https://www.living-home.co.uk/products/58-07-valencia-side-table,200
https://relm.com.au/products/,200
https://www.harpersproject.com/products/marble-stool,
https://www.morningstartrading.ca/pages/products/recycled-treasures-consignment-pieces/hidden-treasure,404
https://www.bellus.com/products/,200
https://www.hatihome.com/products/lounge-cane,404
https://www.meta44.com/products/homeland,"Cannot connect to host www.meta44.com:443 ssl:default [Connect call failed ('44.207.39.65', 443)]"
https://modernkomfort.ca/products/glen,200
https://www.aarniooriginals.com/collections/shop/products/pony,200
https://chansfurniture.com/products/copy-of-42-tennant-brand-modern-style-beatrice-bathroom-sink-vanity-tb-9433-v42-wenge-color,200
https://alasaw.com/products/sample-box,404
https://hedgehousefurniture.com/products/windsor-bed,200
http://www.mountainteak.com/products/designer-teak-furniture/,404
https://www.lestudiolum.com/us/products/textiles/throws/,404
https://www.ameriwoodhome.com/Products/Storage/All/,404
https://www.homeandstyle.com.sg/products/richmond-sofa-grey,404
https://shop.vanillawood.com/products/plume-wallpaper,200
http://modliving.com.ph/products/,200
https://curiocavern.ph/products/cow-skull,"Cannot connect to host curiocavern.ph:443 ssl:True [SSLCertVerificationError: (1, ""[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'curiocavern.ph'. (_ssl.c:1006)"")]"
https://www.mossmanilahome.com/products/,Cannot connect to host www.mossmanilahome.com:443 ssl:default [Name or service not known]
https://oakforless.com/products/gift-card,200
https://www.castlery.com/products/spot-shelf,200
https://www.getmycouch.com/collections/sofa/products/sofa-sectional-bed-fn-gmc-008237,404
https://www.castlery.com.au/products/mico-stool?quantity=1,404
https://homestreethome.ie/products/zinc-tray,200
https://nazzek.myshopify.com/products/wooden-coffee-table,402
https://www.myconcept.com.hk/products/moo,200
https://newforestrusticfurniture.co.uk/products/rustic-ruler-height-chart,"Cannot connect to host newforestrusticfurniture.co.uk:443 ssl:True [SSLCertVerificationError: (1, ""[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'newforestrusticfurniture.co.uk'. (_ssl.c:1006)"")]"
https://www.starliving.com.sg/products/heather-armchair,404
https://vauntdesign.com/products/forna-plant-stand-small,200
https://www.langria.com/products/laptop-desk-cart,
https://www.kolocollection.com/collections/lounging/products/bentley-sofa-in-oyster-weave,404
https://asianteakfurniture.com/products/bali-teak-bench-atf388,200
https://furnitica-vinova.myshopify.com/products/enim-donec-pede,200
https://jordanshome.ca/products/blue-vase,404
https://mikazahome.ca/products/page/4/,200
https://barnabylane.com.au/products/spensley-tan,200
https://urbangalleria.com/products/rowan-pod-swing,404
https://www.modernfurniture.com.au/collections/on-sale/products/vision-suspended-sunbed,200
https://www.granitelane.com.au/products/flourish-print,404
https://teak-furniture-singapore.com/products/sweden-side-table,200
https://teak-warehouse-sale.com/products/tws889lt-000-ta-lp,200
https://www.countrysideamishfurniture.com/products/home-entertainment-centers/all/P40,403
https://www.modishstore.com/products/twos-company-sunburst-antiqued-gold-wall-mirror,200
https://www.stylemyhome.com.au/products/regency-three-drawer-chest,404
https://loft-theme-demo-nashville.myshopify.com/products/black-chair,200
https://teakco.com/products/amsterdam-2-drawer-bedside-table-tek168bs-002-ta,200
https://www.skovby.com/en-gb/products/tv-cabinets/skovby-86,404
https://boulevardoutdoorfurniture.com/products/surin-lounge-set,404
https://big-sale-furniture.com/products/amsterdam-bench-150-x-35-be-150-35-ta,200
https://taktcph.com/products/,200
https://www.blackmango.com.au/products/gift-card,200
https://jnmhome.ca/products/kuma-artwork,404
https://candb.ca/products/10-gel-memory-foam-mattress,200
https://www.oopenspace.com/products/nova-3,404
http://gharwakhri.com/Products/Bed-Room,404
https://thonet.co.nz/products/all,200
https://www.nigbursfinefurniture.com/products/,"Cannot connect to host www.nigbursfinefurniture.com:443 ssl:True [SSLCertVerificationError: (1, ""[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'www.nigbursfinefurniture.com'. (_ssl.c:1006)"")]"
https://brownandbeam.com/products/hunts-pouf,404
https://furniturestoresalemoregon.com/products/amish-furniture/style-your-own-syo/,404
https://www.dengiloutdoorfurniture.com/products/sofa-sets/rattan-sofa-sets/,"Cannot connect to host ww38.dengiloutdoorfurniture.com:80 ssl:default [Multiple exceptions: [Errno 111] Connect call failed ('0.0.0.0', 80), [Errno 111] Connect call failed ('::', 80, 0, 0)]"
https://taeillo.com/products/ada,200
https://birba.co.za/products/elkay-coffee-table-with-black-resign-line-detail,402
https://zenchair.co.za/products/galileo-backrest-for-outdoors,404
https://ubikhome.co.za/products/ada-tv-stand,200
https://vintage-etc.com/products/tabeni-coat-stand,200
https://www.youngath-art.com/products/free-gift-with-every-kids-bed-purchase,404
https://www.hamac-shop.be/products/hamac-brasil-xxl-vert,200
https://www.masayacompany.com/collections/featured/products/wood-leather-ottoman,404
https://ikonitaly.com/products/minimaproject-chieut-table,200
https://arkaliving.com/products/african-palm-woven-chair,404
https://www.cmphouse.com/products/huntington%E2%84%A2-8pc-patio-sofa-and-lounge-chair-set,200
https://inliving.com/products/,Cannot connect to host inliving.com:443 ssl:default [None]
https://www.oakvillage.co.uk/products/woburn-painted-wine-rack%20via%20@//twitter.com/oakvillage,200
https://waltercox.co.uk/products/,200
https://davidsfurniture.com/collections/quick-ship-furniture/products/craftmaster-bang-bang-sofa,"Cannot connect to host davidsfurniture.com:443 ssl:True [SSLCertVerificationError: (1, ""[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'davidsfurniture.com'. (_ssl.c:1006)"")]"
http://www.diamondfurniturepremier.com/products/,200
https://www.fdxonline.com/en/en/products/chaise-lounge-by-dfn,Cannot connect to host www.fdxonline.com:443 ssl:default [Name or service not known]
https://www.212concept.com/products/ikon-sofa,200
https://www.stacksfurniture.co.nz/products/rapaki3seatsofa-fog,404
https://vintagehomeboutique.ca/products/zinolin-teak-oil,200
https://bydesignmodern.com/products/dining-chairs-314-080,404
https://www.couchpotatocompany.com/collections/best-sellers/products/ro-armchair,200
https://www.bfelix.com/products/lanceros-sofa,"Cannot connect to host www.bfelix.com:443 ssl:True [SSLCertVerificationError: (1, ""[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'www.bfelix.com'. (_ssl.c:1006)"")]"
https://mueblesitaliano.ph/products/,200
https://www.laura-james.co.uk/products/coffee-table-corona,200
https://emesfurnishop.co.uk/products/ivo-wardrobe,200
https://mossgardenhome.com/products/woodland-puzzle,200
https://www.amcfurniture.co.uk/products/1-6m-loui-dining-table-with-4-nicole-chairs,404
https://timelessdesign.com.my/products/l-a-lcw-lounge-chair,404
https://atomi.shop/products/wallpaper,404
https://www.houzzconcept.com.au/products/ino-sideboard,Cannot connect to host www.houzzconcept.com.au:443 ssl:default [Name or service not known]
https://lesa.com.my/website2019/products/living/,200
https://kenittifurniture.com/products/tv-cabinet-mn681,Cannot connect to host kenittifurniture.com:443 ssl:default [Name or service not known]
https://www.mfdesign.com.my/collections/sales-05/products/mf-design-sofa-3-seater-sales-05,404
https://nyfurnitureoutlets.com/products/acme-furniture-versailles-classic-bed-king,403
https://www.mydiscountmalta.com/products/mdm-wardrobe,200
http://www.muuduufurniture.com/products/frame-material/wood/,200
https://ifurnituresupply.com/products/spray-adhesive,200
https://lazysusansusa.com/products/ls-16-myr-16-inches-in-diameter,200
https://www.pacificlifestyledecor.com/products/outdoor-patio-pool-and-garden-wicker-storage-box,Cannot connect to host www.pacificlifestyledecor.com:443 ssl:default [Name or service not known]
https://www.willowcreekteak.com/products/8pc-venice,200
https://www.furnitureworldsaskatoon.com/products/,403
https://hklivingusa.com/products/marble-terrazzo-board-multi-color,200
https://foxwoodmerchants.com/products/v-table-need-info,200
https://scenicdecor.ca/products/grasshopper-storage-bin,200
https://rusticcraft.ca/products/rocking-chair,"Cannot connect to host rusticcraft.ca:443 ssl:True [SSLCertVerificationError: (1, ""[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'rusticcraft.ca'. (_ssl.c:1006)"")]"
https://rusteak.com/products/sofa,404
https://www.ambersfurniture.com/products/win-table,404
https://fredericksgallery.ca/collections/bars/products/sonoma-695-064,404
https://www.18karatstore.com/collections/new/products/argea,200
https://mesasilla.ca/products/,Cannot connect to host mesasilla.ca:443 ssl:default [Temporary failure in name resolution]
https://www.herashome.com/products/462,"Cannot connect to host www.herashome.com:443 ssl:True [SSLCertVerificationError: (1, ""[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'www.herashome.com'. (_ssl.c:1006)"")]"
https://minimalandmodern.ca/products/moes-home-collection-raw-city-at-large-wp-1105-37,Cannot connect to host minimalandmodern.ca:443 ssl:default [Name or service not known]
https://www.equilibriumfurnishings.com/products/abby-walnut-credenza,404
https://htinteriors.ca/products/cross-bench,Cannot connect to host htinteriors.ca:443 ssl:default [Name or service not known]
https://designhouse.com/products/pig-bank,200
https://mildanmarket.com/products/bling-mirror-30,404
https://varkoa.com/products/sven-chair,"Cannot connect to host ww25.varkoa.com:80 ssl:default [Multiple exceptions: [Errno 111] Connect call failed ('0.0.0.0', 80), [Errno 111] Connect call failed ('::', 80, 0, 0)]"
https://treaclegeorge.com/products/gift-voucher,404
http://veranda.com.au/products/#outdoor-anchor,200
https://syscomseatings.com/products/workstation-manufacturers-bangalore/tile/,200
https://www.50-online.com/products/wooden-house-ornament,404
http://thomsonfurnitureonline.com/products/,404
http://www.bycollage.com/products/?product_tag=flux,Server disconnected
https://boneinlayhome.com.au/products/bone-inlay-french-drawers-floral-grey,"Cannot connect to host boneinlayhome.com.au:443 ssl:True [SSLCertVerificationError: (1, ""[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'boneinlayhome.com.au'. (_ssl.c:1006)"")]"
https://www.insaraf.com/products/solid-wood-coasters,200
https://homedesignstoreflorida.com/products/rebecca-bed-king-size,404
https://www.lakkadhaara.com/products/sheesham-made-wooden-khat,404
https://www.kid2youth.in/products/duo-ergonomic-chair,Cannot connect to host www.kid2youth.in:443 ssl:default [Name or service not known]
https://www.nsquarestudio.com/products/odin-bedside-table,200
https://lovenlight.eu/products/page/3/,200
http://www.komodromos.com.cy/products/special-offers/page/2/,404
https://bedesign.fi/products/gift-card,404
https://scanteak.com.sg/products/apen-bookcase,200
https://www.elementsconcept.com.sg/collections/lighting/products/light-shade,"Cannot connect to host www.elementsconcept.com.sg:443 ssl:True [SSLCertVerificationError: (1, ""[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'www.elementsconcept.com.sg'. (_ssl.c:1006)"")]"
http://roomyroom.com/collections/writing-table/products/french-riviera-paris-3-drawer-desk-rmy238,200
https://www.finnavenue.com/products/carrara-round-dining-table,200
https://singaporetradingpost.com/products/decorative-white-carved-console,404
https://singapore-furniture-sale.com/products/naples-teak-coffee-table-40x60x100-sfs638ct-000-ta,423
https://www.ministryofchair.com/products/cushion-lapland,404
https://1outdoorfurniture.com/products/asmund-outdoor-console-table-with-2-sink-set-1tf168inx-console-table-2-sink-set,200
https://wholesaleclassicfurniture.com/products/lyon-french-victorian-lamp-table-bedside-timber-bedside-table-white-wcf168bs-101-pn-wh_1,200
https://www.novena.com.sg/collections/stayhome-collection-for-immediate-delivery/products/altas-dining-set-solid-wood,200
https://taylorbdesign.com/products/hb-1441,"Cannot connect to host taylorbdesign.com:443 ssl:True [SSLCertVerificationError: (1, ""[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'taylorbdesign.com'. (_ssl.c:1006)"")]"
https://houseofanli.com/products/gift-card,200
https://hemma.sg/products/flower-planter?_pos=1&_sid=7be5737ba&_ss=r,200
https://wholesaleteakcompany.com/collections/frontpage/products/sonoma-los-angeles-mirror-back-teak-glass-display-cabinet-wtc288dc-200-mr-pnm,200
https://www.bibliotek.co/collections/featured/products/bird-oak-large,"Cannot connect to host www.bibliotek.co:443 ssl:True [SSLCertVerificationError: (1, ""[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'www.bibliotek.co'. (_ssl.c:1006)"")]"
https://warehaus.sg/products/boris-chair,404
https://home99.sg/products/l-shape-half-leather-sofa-lp860,Cannot connect to host home99.sg:443 ssl:default [Name or service not known]
https://hmezsofa.sg/products/marble-tray,Cannot connect to host hmezsofa.sg:443 ssl:default [Name or service not known]
https://www.nookandcranny.com/products/valda-sofa,404
https://www.vetrohome.com/products/dice-sofa,200
https://www.gowanusfurniture.com/www.gowanusfurniture.com/products/class-make-your-own-custom-cutting-board,404
https://epilog.co.id/products/telephone-box,"Cannot connect to host epilog.co.id:443 ssl:True [SSLCertVerificationError: (1, ""[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'epilog.co.id'. (_ssl.c:1006)"")]"
https://gingerjarfurniture.com/products/page/3/,500
https://solidaustin.com/products/cooks-sofa,404
https://alteriors.ca/collections/herman-miller/products/nelson-saucer-bubble-lamp,200
http://www.italiafurniture.com/products/ellis-dining-collection,404
https://onske.co.uk/products/gift-card,404
https://ilrestaurato.com/products/chrome-counter-bar-stools-1970s,404
https://www.eurohausfurniture.com/products/novaluna-parigi-platform-bed,200
https://www.ultimateliving.co.nz/products/adam,200
https://www.rimufurniture.co.nz/products/riviera-1900-hutch-2/,200
https://www.zavedo.nz/collections/wall-hooks/products/soho-hook-50,200
https://polini.co.nz/products/changing-table-polini-simple-1080-white,"Cannot connect to host polini.co.nz:443 ssl:True [SSLCertVerificationError: (1, ""[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'polini.co.nz'. (_ssl.c:1006)"")]"
https://basefurniture.co.nz/products/pegboard,Cannot connect to host basefurniture.co.nz:443 ssl:default [Name or service not known]
https://www.hammockshop.co.nz/products/childrens-hammock-chair,404
https://www.attichomestore.co.nz/products/maori-hand-carved-wooden-taiha,Cannot connect to host www.attichomestore.co.nz:443 ssl:default [Name or service not known]
https://urban-beach.co.nz/products/sofa-mica?view=quick,Cannot connect to host urban-beach.co.nz:443 ssl:default [Name or service not known]
https://countrylife.co.nz/commerce/products/2890977554284032/?rt=9&referral_code=page_shop_tab&ref=page_shop_tab,404
https://www.jardin.co.nz/clearance/products/costa-chair-~-verbena/,403
https://www.corcovado.co.nz/products/the-corcovado-kea-sofa,404
